Ticker,SimFinId,Fiscal_Year,Revenue,Cost_of_Revenue,Gross_Profit,Operating_Expenses,Operating_Income,Net_Interest_Expense,Net_Income_Tax,Net_Income,Common_Net_Income,Basic_Shares,Diluted_Shares,Research_Development,Depreciation_Amortization
ACMR,7962770,2023,557723000.0,-281508000.0,276215000.0,-180376000.0,95839000.0,5673000.0,-19364000.0,77349000,77349000,60164670.0,64870543.0,-92709000.0,
ACMR,7962770,2024,782118000.0,-390564000.0,391554000.0,-240556000.0,150998000.0,5784000.0,-35031000.0,103627000,103627000,62212569.0,66237424.0,-105473000.0,
ACN,61372,2020,44327039000.0,-30350881000.0,13976158000.0,-7462514000.0,6513644000.0,36260000.0,-1589018000.0,5107839000,5107839000,636299913.0,647797003.0,,
ACN,61372,2021,50533389000.0,-34169261000.0,16364128000.0,-8742599000.0,7621529000.0,-26127000.0,-1770571000.0,5906809000,5906809000,634745073.0,645909042.0,,
ACN,61372,2022,61594305000.0,-41892766000.0,19701539000.0,-10334358000.0,9367181000.0,-2187000.0,-2207207000.0,6877169000,6877169000,632762710.0,642839181.0,,
ACN,61372,2023,64111745000.0,-43380138000.0,20731607000.0,-10858572000.0,9873035000.0,232884000.0,-2135802000.0,6871557000,6871557000,630608186.0,638591616.0,,
ACN,61372,2024,64896464000.0,-43734147000.0,21162317000.0,-11128030000.0,10034287000.0,213287000.0,-2280126000.0,7264787000,7264787000,627852613.0,635940044.0,,
ACOR,9076152,2020,152967000.0,-33513000.0,119454000.0,-206351000.0,-86897000.0,-29758000.0,8073000.0,-99594000,-99594000,20210.0,20210.0,-23012000.0,-30763000.0
ACOR,9076152,2021,129071000.0,-40787000.0,88284000.0,-165583000.0,-77299000.0,-30030000.0,5120000.0,-103954000,-103954000,531050.0,531050.0,-10420000.0,-30764000.0
ACOR,9076152,2022,118566000.0,-30332000.0,88234000.0,-130270000.0,-42036000.0,-28291000.0,-30669000.0,-65916000,-65916000,985350.0,985350.0,-5804000.0,-30764000.0
ACOR,9076152,2023,117633000.0,-15283000.0,102350000.0,-125614000.0,-23264000.0,-31003000.0,43167000.0,-252854000,-252854000,1242000.0,1242000.0,-5152000.0,-30764000.0
ACR,9076068,2020,108243000.0,-58008000.0,50235000.0,-20736000.0,29575000.0,,,-208063000,-208063000,10763261.0,10763261.0,,-49000.0
ACRE,3241276,2020,82696000.0,,,-10025000.0,72671000.0,,-352000.0,21840000,21840000,32977462.0,33196508.0,,
ACRE,3241276,2021,133631000.0,,,-28741000.0,123408000.0,-50080000.0,-722000.0,60460000,60460000,32977462.0,33196508.0,,
ACRE,3241276,2022,170171000.0,,,-28419000.0,144424000.0,-65994000.0,-472000.0,29785000,29785000,51679744.0,52126256.0,,
ACRE,3241276,2023,198608000.0,,,-25995000.0,176583000.0,-109652000.0,39000.0,-38867000,-38867000,54281998.0,54281998.0,,
ACRE,3241276,2024,157717000.0,,,-24966000.0,150669000.0,-105985000.0,18000.0,-34993000,-34993000,54446368.0,54446368.0,,
ACRO,11817111,2021,,,,-1397125.0,-1397125.0,,,-1330304,-1330304,23964041.0,23964041.0,,
ACRO,11817111,2022,,,,-2942858.0,-2942858.0,-10478.0,-773453.0,205069,205069,34500000.0,34500000.0,,
ACRS,7962714,2020,6482000.0,-5133000.0,1349000.0,-49868000.0,-48519000.0,,182000.0,-51015000,-51015000,42539293.0,42539293.0,-29338000.0,
ACRS,7962714,2021,6761000.0,-4713000.0,2048000.0,-67432000.0,-65384000.0,,,-90865000,-90865000,56730583.0,56730583.0,-43813000.0,
ACRS,7962714,2022,29752000.0,-4023000.0,25729000.0,-110883000.0,-85154000.0,,,-86908000,-86908000,65213944.0,65213944.0,-77813000.0,
ACRS,7962714,2023,31249000.0,-3423000.0,27826000.0,-145454000.0,-117628000.0,8509000.0,367000.0,-88481000,-88481000,69808855.0,69808855.0,-98384000.0,
ACRS,7962714,2024,18720000.0,-2792000.0,15928000.0,-68455000.0,-52527000.0,7953000.0,,-132065000,-132065000,77296665.0,77296665.0,-33586000.0,
ACRV,16682740,2021,,,,-16184000.0,-16184000.0,,,-16243000,-16243000,1743382.0,1743382.0,-13718000.0,
ACRV,16682740,2022,,,,-32657000.0,-32657000.0,,,-31167000,-31167000,4121912.0,4121912.0,-23949000.0,
ACRV,16682740,2023,,,,-67103000.0,-67103000.0,7037000.0,,-60388000,-60388000,22078190.0,22078190.0,-46024000.0,
ACRV,16682740,2024,,,,-89199000.0,-89199000.0,9201000.0,,-80556000,-80556000,33791817.0,33791817.0,-63992000.0,
ACRX,113247,2020,5416000.0,-6032000.0,-616000.0,-40347000.0,-40963000.0,-3305000.0,-4000.0,-40379000,-40379000,4262850.0,4262850.0,-4017000.0,
ACRX,113247,2021,2818000.0,-3753000.0,-935000.0,-35030000.0,-35965000.0,-2291000.0,-5000.0,-35099000,-35099000,5956002.0,5956002.0,-4095000.0,
ACRX,113247,2022,,,,-20352000.0,-20352000.0,-1116000.0,-13000.0,47755000,42329000,10893954.0,10893954.0,-3341000.0,
ACRX,113247,2023,651000.0,,,-17540000.0,-16889000.0,-134000.0,,-18397000,-18397000,14263744.0,14263744.0,-5546000.0,
ACRX,113247,2024,,,,-15252000.0,-15252000.0,,,-13004000,-13004000,25845639.0,25845639.0,-6718000.0,
ACST,13774410,2020,81000.0,-36000.0,45000.0,4856000.0,4901000.0,-2599000.0,,7592000,7592000,4913128.0,,2364000.0,
ACST,13774410,2021,,,,10937000.0,10937000.0,-5271000.0,,5915000,5915000,5525950.0,5525950.0,3233000.0,
ACTG,9075846,2020,29782000.0,-24824000.0,4958000.0,-24476000.0,-19518000.0,-9298000.0,1159000.0,109231000,109231000,48840829.0,57435128.0,,
ACTG,9075846,2021,88047000.0,-36098000.0,51949000.0,-37404000.0,14545000.0,-7922000.0,-24287000.0,149197000,149197000,48797290.0,98470870.0,-200000.0,
ACTG,9075846,2022,59223000.0,-37388000.0,21835000.0,-61927000.0,-40092000.0,-6432000.0,16211000.0,-125065000,-125065000,42460504.0,42460504.0,-626000.0,
ACU,998436,2020,164003040.0,-104408326.0,59594714.0,-48182050.0,11412664.0,-919709.0,-1727962.0,8098766,8098766,3342630.0,3509497.0,,
ACU,998436,2021,182087559.0,-117287202.0,64800357.0,-52030370.0,12769987.0,-908223.0,-1519255.0,13655679,13655679,3342630.0,3509497.0,,
ACU,998436,2022,193962357.0,-130403572.0,63558785.0,-57285483.0,6273302.0,-2364461.0,-627679.0,3034766,3034766,3342630.0,3509497.0,,
ACU,998436,2023,191500947.0,-119290712.0,72210235.0,-59021618.0,13188617.0,-2977164.0,-4941444.0,17793160,17793160,3572144.0,3657697.0,,
ACVA,11795016,2020,208357000.0,-113049000.0,95308000.0,-135955000.0,-40647000.0,115000.0,-489000.0,-41021000,-41021000,34288035.0,34288035.0,,-6075000.0
ACVA,11795016,2021,358435000.0,-204753000.0,153682000.0,-230487000.0,-76805000.0,-653000.0,-724000.0,-78182000,-78182000,125332800.0,125332800.0,,-8264000.0
ACVA,11795016,2022,421529000.0,-236653000.0,184876000.0,-291085000.0,-106209000.0,4103000.0,-87000.0,-102193000,-102193000,156994254.0,156994254.0,,-10926000.0
ACVA,11795016,2023,481234000.0,-244454000.0,236780000.0,-326457000.0,-89677000.0,14942000.0,-526000.0,-75261000,-75261000,159952813.0,159952813.0,,-18988000.0
ACVA,11795016,2024,637156000.0,-304441000.0,332715000.0,-416820000.0,-84105000.0,5093000.0,-688000.0,-79700000,-79700000,164850699.0,164850699.0,,-36685000.0
ACXP,11035138,2023,,,,-14577768.0,-14577768.0,,,-14577768,-14577768,633579.0,633579.0,-6043597.0,
ACXP,11035138,2024,,,,-14103103.0,-14103103.0,,,-14103103,-14103103,808168.0,808168.0,-5403836.0,
ADAG,18602763,2022,9292724.0,,,-93213407.0,-83920683.0,-315822.0,-459055.0,-79971847,-79971847,54135084.0,54135084.0,-81339540.0,
ADAG,18602763,2023,18111491.0,,,-41831357.0,-23719866.0,3175265.0,-1691408.0,-18946370,-18946370,54737530.0,54737530.0,-36639146.0,
ADAG,18602763,2024,103204.0,,,-36054747.0,-35951543.0,2949471.0,17553.0,-33424111,-33424111,56287903.0,56287903.0,-28781412.0,
ADAP,10656590,2020,3958000.0,,,-137363000.0,-133405000.0,2313000.0,-162000.0,-130092000,-130092000,142463960.0,142463960.0,-91568000.0,
ADAP,10656590,2021,6149000.0,,,-168395000.0,-162246000.0,1095000.0,-791000.0,-158090000,-158090000,155805503.0,155805503.0,-111090000.0,
ADAP,10656590,2022,27148000.0,,,-191113000.0,-163965000.0,1542000.0,-2497000.0,-165456000,-165456000,161207067.0,161207067.0,-127726000.0,
ADAP,10656590,2023,60281000.0,,,-200022000.0,-139741000.0,5964000.0,-1336000.0,-113871000,-113871000,1206440978.0,1206440978.0,-126509000.0,
ADAP,10656590,2024,178032000.0,-70000.0,177962000.0,-236321000.0,-58359000.0,3248000.0,-3576000.0,-70814000,-70814000,1513810852.0,1513810852.0,-149060000.0,
ADBE,14099,2020,12868000000.0,-1722000000.0,11146000000.0,-6909000000.0,4237000000.0,-116000000.0,1084000000.0,5260000000,5260000000,481000000.0,485000000.0,-2188000000.0,-162000000.0
ADBE,14099,2021,15785000000.0,-1865000000.0,13920000000.0,-8118000000.0,5802000000.0,-113000000.0,-883000000.0,4822000000,4822000000,477000000.0,481000000.0,-2540000000.0,-172000000.0
ADBE,14099,2022,17606000000.0,-2165000000.0,15441000000.0,-9343000000.0,6098000000.0,-112000000.0,-1252000000.0,4756000000,4756000000,470000000.0,471000000.0,-2987000000.0,-169000000.0
ADBE,14099,2023,19409000000.0,-2354000000.0,17055000000.0,-10405000000.0,6650000000.0,-113000000.0,-1371000000.0,5428000000,5428000000,457000000.0,459000000.0,-3473000000.0,-168000000.0
ADBE,14099,2024,21505000000.0,-2358000000.0,19147000000.0,-11406000000.0,7741000000.0,-169000000.0,-1371000000.0,5560000000,5560000000,447000000.0,450000000.0,-3944000000.0,-169000000.0
ADC,6480964,2020,248568000.0,-9023000.0,239545000.0,-110280000.0,129265000.0,-40097000.0,-1086000.0,91381000,91381000,51838219.0,52396734.0,,-66758000.0
ADC,6480964,2021,339323000.0,-39509000.0,299814000.0,-122737000.0,177077000.0,-50378000.0,-2401000.0,122273000,120125000,66802242.0,67139079.0,,-95729000.0
ADCT,15112455,2020,,,,-219263000.0,-219263000.0,-4094000.0,-327000.0,-246290000,-246290000,78152964.0,,-142032000.0,
ADCT,15112455,2021,33917000.0,-1393000.0,32524000.0,-294244000.0,-261720000.0,-18274000.0,21479000.0,-230026000,-230026000,78152964.0,,-158002000.0,
ADCT,15112455,2022,209908000.0,-3301000.0,206607000.0,-329951000.0,-123344000.0,-34163000.0,-227000.0,-157128000,-157128000,78152964.0,78152964.0,-186457000.0,
ADCT,15112455,2023,69558000.0,-2529000.0,67029000.0,-233015000.0,-165986000.0,-35785000.0,-39106000.0,-240053000,-240053000,81712166.0,81712166.0,-127127000.0,
ADCT,15112455,2024,70837000.0,-5949000.0,64888000.0,-195542000.0,-130654000.0,-37939000.0,-166000.0,-157846000,-157846000,97159966.0,97159966.0,-109633000.0,
ADER,12444459,2020,,,,-1018.0,-1018.0,,,-1018,-1018,6583333.0,34083333.0,,
ADER,12444459,2021,,,,-3139389.0,-3139389.0,16371.0,,7152775,7152775,32897945.0,32897945.0,,
ADER,12444459,2022,,,,-3836745.0,-3836745.0,3765624.0,-868589.0,7258882,7258882,26312998.0,6875000.0,,
ADES,619745,2020,67363000.0,-50399000.0,16964000.0,-32971000.0,-16007000.0,-3920000.0,-6511000.0,-20302000,-20302000,18044000.0,18044000.0,,-8537000.0
ADES,619745,2021,100294000.0,-65576000.0,34718000.0,-32568000.0,2150000.0,-1490000.0,-15672000.0,60401000,60401000,18292000.0,18489000.0,,-7933000.0
ADES,619745,2022,102987000.0,-91005000.0,11982000.0,-24050000.0,-12068000.0,-336000.0,-209000.0,-8917000,-8917000,18453000.0,18453000.0,,-6416000.0
ADES,619745,2023,99183000.0,-67323000.0,31860000.0,-47926000.0,-16066000.0,-3014000.0,-153000.0,-12249000,-12249000,29104000.0,29104000.0,-3314000.0,-10543000.0
ADES,619745,2024,108959000.0,-69515000.0,39444000.0,-41339000.0,-1895000.0,-3257000.0,164000.0,-5109000,-5109000,36051000.0,36051000.0,-4050000.0,-8594000.0
